hours_studied,previous_scores,extracurricular_activities,sleep_hours,sample_question_papers_practiced,performance_index,school
7,57,0,8,9,48,F
5,40,1,5,8,24,F
8,53,0,5,1,49,F
7,47,0,8,8,41,F
4,41,0,6,5,24,F
4,90,1,8,9,72,F
6,54,0,9,7,45,F
6,99,1,8,6,92,F
9,73,0,8,7,68,F
5,75,1,6,8,62,F
8,40,0,7,7,36,F
5,90,0,5,5,77,F
2,60,1,9,7,40,F
6,81,0,4,7,69,F
9,40,1,5,1,38,F
3,71,0,5,1,50,F
1,59,0,7,0,33,F
1,93,1,5,9,69,F
3,86,1,5,1,63,F
5,75,1,6,6,59,F
3,78,0,6,2,54,F
9,69,1,6,3,65,F
8,46,1,6,3,41,F
3,61,0,6,3,41,F
9,96,1,9,1,94,F
6,89,1,4,5,80,F
7,84,0,7,0,74,G
4,49,0,8,4,33,G
4,95,0,9,1,78,G
2,47,0,6,8,21,G
5,66,0,7,1,49,G
8,49,1,8,5,43,G
7,53,0,5,3,40,G
7,85,0,9,5,77,G
6,98,0,5,1,84,G
3,91,1,7,1,74,G
5,93,1,4,6,78,G
1,50,1,4,2,21,G
7,45,1,7,2,34,G
9,60,0,4,6,54,G
1,72,0,4,7,47,G
2,58,0,5,6,36,G
3,78,1,4,2,53,G
3,63,0,4,2,45,G
8,57,1,7,6,52,G
7,74,1,4,2,66,G
6,91,1,9,1,79,G
4,82,0,6,6,63,G
9,76,0,6,2,72,G
1,58,0,7,4,33,G
2,92,0,6,6,70,G
4,63,1,5,1,47,G
3,95,0,9,7,73,G
1,73,1,9,1,50,G
5,61,1,7,3,48,G
7,43,1,4,3,33,G
2,96,1,6,7,72,G
5,49,1,5,0,31,G
6,41,1,7,8,32,G
7,47,1,7,5,34,G
1,72,0,4,3,41,G
7,98,0,8,5,91,G
4,77,1,6,5,61,G
8,82,0,5,8,75,G
4,98,0,7,3,80,G
6,67,0,6,7,57,G
9,49,0,5,0,46,G
5,84,1,9,5,71,G
4,40,0,9,4,21,G
8,73,1,5,2,69,G
9,42,1,9,3,37,G
4,48,0,7,7,32,G
3,44,0,6,9,26,G
8,81,1,5,1,74,G
5,49,1,7,7,34,G
2,51,0,6,6,24,G
9,57,0,6,0,53,G
3,97,1,7,1,74,G
2,60,0,6,6,37,G
1,60,1,8,2,31,G
8,40,1,5,1,29,G
3,42,1,5,0,21,G
7,44,1,6,6,37,G
1,64,0,7,2,37,G
1,97,1,4,5,73,G
9,88,1,9,9,87,G
8,47,0,6,7,45,G
3,56,0,4,5,32,G
6,48,1,6,6,35,G
3,71,0,4,5,52,G
4,45,0,6,6,27,G
1,88,1,7,4,65,G
5,79,0,9,8,64,G
1,60,0,4,2,30,G
1,46,0,8,5,22,G
7,46,0,7,8,35,G
6,86,0,9,0,72,G
2,78,1,6,4,55,G
2,93,0,4,3,71,G
7,66,1,9,8,60,G
1,47,1,5,0,19,G
2,48,0,7,3,25,G
8,67,0,4,0,55,G
6,54,0,7,2,41,G
2,41,0,4,3,17,G
7,46,0,5,0,36,G
4,86,0,8,4,71,G
2,57,0,5,5,35,G
6,61,0,6,0,48,G
9,89,0,7,9,82,G
9,49,0,8,9,48,G
8,93,0,7,3,86,G
3,89,0,9,3,69,G
3,72,1,4,0,50,G
2,46,0,6,1,22,G
5,42,1,6,9,25,G
4,53,1,7,4,33,G
7,83,0,6,1,71,G
4,85,1,7,2,70,G
9,75,0,4,8,71,G
2,52,0,4,4,28,G
6,55,1,7,0,44,G
7,55,0,5,4,46,G
4,93,1,5,2,76,G
6,44,1,4,0,29,G
7,91,0,8,2,84,G
4,64,1,5,5,47,G
8,77,1,7,9,70,G
9,77,0,4,4,73,G
1,89,1,6,0,63,G
7,77,0,6,1,68,G
9,78,0,5,4,74,G
5,95,0,8,8,82,G
2,95,0,9,4,77,G
6,87,1,5,4,77,G
7,80,0,8,0,71,G
2,65,1,5,4,39,G
2,98,1,6,7,77,G
1,52,0,8,8,25,G
4,83,0,6,9,63,G
7,90,0,7,2,80,G
9,65,1,7,3,62,G
3,94,0,4,6,75,G
7,94,1,6,6,88,G
7,40,0,6,0,31,G
7,47,0,4,5,36,G
2,43,1,7,8,21,G
6,60,1,7,4,50,G
2,61,0,8,7,40,G
6,90,0,8,9,81,G
3,92,0,9,8,75,G
2,97,1,7,9,76,G
6,76,0,9,9,66,G
2,88,0,5,2,59,G
5,42,1,6,0,26,G
2,58,0,8,1,33,G
3,40,1,5,4,19,G
3,68,1,8,9,49,G
6,62,0,4,6,50,G
6,72,0,6,5,56,G
3,94,1,9,3,74,G
3,91,1,9,8,72,G
1,80,0,8,3,53,G
7,62,1,7,2,60,G
8,44,1,9,4,35,G
2,46,0,4,3,22,G
4,96,1,4,1,80,G
7,97,1,7,2,88,G
8,45,1,4,6,39,G
1,88,1,6,1,63,G
4,61,1,8,0,44,G
6,88,1,4,1,72,G
3,52,0,6,7,33,G
5,51,0,7,7,39,G
9,43,0,8,9,45,G
3,47,0,7,1,23,G
5,76,1,8,5,63,G
8,70,0,4,6,63,G
6,76,1,4,0,63,G
4,84,0,8,6,64,G
8,65,1,6,7,62,G
3,82,0,6,8,64,G
3,47,1,6,7,28,G
4,79,0,5,2,60,G
9,72,0,9,7,70,G
5,84,0,9,2,70,G
8,68,0,9,5,60,G
6,44,0,6,3,33,G
3,67,1,4,6,46,G
8,92,0,5,7,88,G
9,79,1,6,9,78,G
8,56,0,4,5,47,G
4,94,0,5,9,75,G
6,62,0,4,3,51,G
1,84,1,8,7,61,G
4,48,0,4,6,29,G
8,41,0,5,9,36,G
1,71,1,6,7,44,G
3,90,1,9,9,75,G
1,91,1,5,6,63,G
9,88,1,6,2,85,G
2,70,0,6,2,46,G
9,46,1,7,8,44,G
4,69,1,8,6,55,G
2,97,0,7,0,76,G
4,42,1,9,2,25,G
6,90,1,5,0,74,G
7,90,1,7,5,79,G
3,95,0,9,1,75,G
3,48,1,6,6,28,G
8,49,1,5,7,44,G
5,85,1,7,5,72,G
4,89,0,4,4,72,G
7,97,0,9,9,94,G
7,86,1,9,3,79,G
9,65,0,8,8,64,G
9,40,1,4,7,35,G
5,69,0,5,4,54,G
8,96,0,7,0,90,G
1,77,1,6,7,52,G
9,54,1,7,7,50,G
8,64,1,5,6,58,G
6,45,0,5,6,33,G
3,57,1,5,7,38,G
3,40,0,5,0,17,G
8,95,0,9,2,90,G
5,42,1,7,3,32,G
7,56,0,4,5,46,G
5,87,0,6,9,76,G
8,47,1,6,9,45,G
4,99,0,8,8,81,G
2,88,0,9,3,66,G
3,79,1,5,5,59,G
8,56,1,5,8,54,G
7,64,1,5,8,59,G
2,80,0,9,5,55,G
6,51,0,4,4,36,G
9,68,0,5,2,66,G
4,64,1,8,4,47,G
9,90,0,8,2,89,G
2,75,0,4,4,50,G
2,92,0,9,9,69,G
9,93,1,5,9,94,G
7,64,1,7,0,54,G
7,68,1,7,5,60,G
1,50,0,6,6,22,G
6,99,0,4,1,84,G
7,43,1,7,2,34,G
6,53,1,6,9,40,G
6,85,0,8,8,78,G
2,77,1,6,7,56,G
6,56,0,5,3,45,G
4,41,1,5,7,23,G
9,47,1,8,7,45,G
1,75,1,4,5,50,G
8,49,0,9,0,37,G
5,46,1,5,1,29,G
1,75,0,5,3,44,G
4,55,1,6,3,38,G
1,53,1,6,1,24,G
6,55,0,6,8,43,G
2,64,0,7,1,39,G
5,80,1,8,5,70,G
7,43,0,4,4,37,G
2,68,1,6,3,47,G
6,95,0,4,5,85,G
6,45,0,6,3,32,G
5,40,1,5,8,24,G
5,78,1,4,9,60,G
3,40,0,7,6,20,G
2,90,0,6,2,66,G
7,79,1,9,9,74,G
1,96,0,8,3,70,G
6,42,0,5,0,25,G
6,40,0,6,5,25,G
3,40,0,4,1,20,G
2,78,1,6,3,59,G
2,60,1,5,4,33,G
9,84,0,8,7,81,G
5,69,0,8,2,51,G
7,71,1,8,5,64,G
5,72,0,9,0,58,G
7,87,0,5,8,78,G
4,61,0,9,0,43,G
8,69,0,9,1,64,G
7,93,0,6,0,85,G
5,85,1,5,7,73,G
6,43,0,5,3,32,G
5,62,0,6,1,46,G
7,94,0,7,6,85,G
2,83,1,9,7,64,G
5,64,0,8,8,50,G
3,51,0,4,4,29,G
9,56,1,9,2,53,G
6,92,1,4,0,83,G
3,54,1,6,7,36,G
7,49,1,4,5,37,G
4,74,0,7,4,57,G
3,94,0,5,6,75,G
8,91,0,8,4,84,G
4,91,1,4,3,74,G
1,68,0,4,4,40,G
6,51,1,6,6,37,G
1,40,1,6,5,11,G
5,40,0,5,9,28,G
7,49,1,8,9,40,G
6,57,1,4,8,47,G
2,86,0,5,9,65,G
4,41,0,8,1,22,G
2,88,1,5,6,66,G
1,47,0,4,0,19,G
3,61,0,6,7,43,G
3,61,1,6,3,41,G
7,65,1,6,7,56,G
1,65,0,7,7,42,G
9,48,0,5,3,45,G
6,60,1,4,3,46,G
4,70,0,5,4,51,G
3,91,1,6,6,74,G
3,82,1,9,5,67,G
2,45,0,9,0,21,G
2,95,0,5,5,73,G
5,53,0,8,2,39,G
9,72,0,9,8,69,G
2,46,0,9,2,24,G
2,63,1,5,8,36,G
6,48,0,7,4,38,G
2,50,1,7,9,29,G
4,95,0,6,7,72,G
6,62,1,4,8,48,G
5,87,0,8,8,71,G
1,90,0,4,6,61,G
6,41,1,4,9,29,G
1,54,0,8,0,31,G
3,74,0,7,7,56,G
5,75,1,9,6,62,G
5,91,1,6,3,78,G
6,93,1,5,5,83,G
8,67,0,7,9,65,G
5,78,1,6,1,65,G
1,83,1,9,3,59,G
5,43,0,7,7,26,G
3,49,0,8,3,32,G
4,45,0,4,9,27,G
8,96,0,8,3,89,G
7,69,0,9,3,57,G
5,93,0,5,9,77,G
2,85,1,8,8,65,G
6,74,1,9,1,63,G
6,88,0,4,6,78,G
6,82,1,7,2,74,G
9,49,1,6,3,41,G
8,97,1,9,0,90,G
8,92,1,9,2,88,G
1,71,0,5,1,47,G
5,81,0,7,9,66,G
7,81,1,9,6,75,G
6,42,0,9,5,29,G
5,95,1,6,0,80,G
8,65,1,4,7,59,G
3,54,0,8,8,34,G
6,56,1,7,0,47,G
5,66,0,6,4,53,G
8,57,0,6,6,50,G
4,90,0,8,1,72,G
8,58,0,7,5,54,G
2,51,0,7,7,28,G
9,63,0,4,7,59,G
9,44,0,7,9,40,G
6,63,0,9,9,55,G
4,66,0,8,7,49,G
4,87,1,7,5,70,G
6,69,0,4,5,57,G
5,54,1,6,2,39,G
6,86,0,9,1,75,G
7,98,1,7,4,87,G
7,77,0,8,8,70,G
9,83,0,7,3,76,G
8,73,0,5,4,68,G
6,66,1,4,5,53,G
6,59,1,6,5,48,G
5,80,0,5,3,63,G
1,71,1,8,3,47,G
9,43,0,7,7,38,G
9,44,1,4,4,43,G
9,92,1,9,4,90,G
8,97,1,7,8,95,G
3,47,0,7,3,24,G
1,61,1,7,6,35,G
8,81,1,9,4,75,G
7,46,0,7,8,37,G
5,61,0,4,7,46,G
7,85,1,9,7,80,G
4,69,1,9,9,55,G
9,76,0,5,9,71,G
2,55,0,8,2,32,G
9,54,0,9,8,51,G
9,44,0,5,7,43,G
5,42,0,4,2,23,G
1,62,1,8,9,37,G
7,49,0,9,0,40,G
4,44,0,6,4,24,G
9,62,1,5,3,60,G
6,54,0,4,7,44,G
3,57,0,4,5,34,G
6,64,0,4,9,51,G
6,47,1,8,4,39,G
5,70,0,7,8,57,G
2,60,0,6,5,36,G
2,41,0,8,2,16,G
7,61,0,8,5,52,G
2,47,1,9,3,25,G
6,62,1,5,4,51,G
5,71,0,6,5,56,G
4,47,0,4,8,27,G
7,43,0,8,2,33,G
8,69,0,6,0,60,G
4,58,0,5,1,39,G
1,62,0,7,7,41,G
1,57,0,6,3,35,G
1,92,1,4,6,67,G
1,68,0,8,1,39,G
5,62,1,7,9,51,G
4,72,1,5,7,56,G
9,91,0,4,9,93,G
3,86,1,7,8,68,G
7,57,1,9,6,49,G
8,93,1,9,9,88,G
6,83,0,5,0,72,G
1,72,1,4,1,44,G
8,46,1,8,8,41,G
3,90,0,5,9,69,G
8,67,0,7,6,66,G
4,40,1,4,2,20,G
8,95,0,9,4,92,G
1,78,0,9,0,53,G
3,73,1,6,9,50,G
6,78,1,4,2,70,G
9,58,1,7,3,51,G
2,70,0,7,3,45,G
1,52,1,6,6,25,G
3,96,1,7,4,75,G
4,63,0,4,8,45,G
5,44,0,9,6,29,G
3,62,0,5,1,43,G
2,58,0,9,7,38,G
2,40,1,9,1,16,G
7,72,1,4,6,61,G
9,98,1,7,4,95,G
2,89,0,6,9,65,G
7,95,1,6,5,85,G
7,72,0,8,3,66,G
7,71,0,6,4,61,G
3,98,0,6,4,79,G
7,67,1,7,6,59,G
1,76,0,5,3,52,G
1,80,1,5,4,56,G
5,51,1,7,3,37,G
2,48,1,6,3,29,G
9,89,0,4,7,84,G
7,94,1,9,4,87,G
4,50,1,9,8,36,G
4,72,0,5,4,56,G
2,58,1,7,7,34,G
5,93,0,4,2,77,G
4,96,1,6,6,80,G
1,81,0,7,0,59,G
8,73,0,5,4,68,G
3,46,0,4,1,26,G
6,70,0,4,7,57,G
4,91,0,5,5,72,G
9,41,1,4,4,36,G
7,58,1,9,2,51,G
9,77,1,5,0,76,G
3,71,1,9,9,51,G
1,49,0,7,9,28,G
5,80,0,8,9,69,G
3,47,1,6,9,30,G
6,65,0,7,7,56,G
8,69,1,9,4,64,G
4,50,0,6,8,33,G
5,80,0,6,6,67,G
5,59,1,9,0,45,G
4,99,1,9,0,84,G
4,59,0,5,6,40,G
4,48,1,8,6,33,G
4,47,1,9,8,31,G
4,99,1,6,1,81,G
5,54,1,6,6,38,G
2,73,0,7,1,48,G
2,63,0,8,9,39,G
9,72,0,8,9,71,G
2,80,0,6,1,55,G
6,80,1,8,4,70,G
2,84,1,7,8,65,G
5,79,1,5,8,65,G
4,66,0,6,9,49,G
7,60,0,4,0,49,G
7,44,0,6,6,35,G
6,74,0,6,9,62,G
5,60,1,5,9,48,G
1,43,1,9,2,18,G
3,88,1,9,9,70,G
9,87,0,4,9,83,G
1,55,0,4,0,29,G
5,96,0,4,1,79,G
2,70,0,9,5,49,G
4,65,0,5,9,49,G
1,91,0,8,1,63,G
3,74,1,4,1,50,G
7,45,0,8,3,36,G
3,72,0,7,2,53,G
4,60,0,5,7,39,G
2,55,1,8,7,32,G
3,86,1,9,5,69,G
9,78,0,9,3,74,G
3,73,1,4,6,55,G
5,81,1,4,8,72,G
2,96,1,8,1,72,G
4,99,0,9,5,86,G
7,54,1,8,6,47,G
7,45,1,7,0,34,G
3,41,1,5,5,24,G
5,63,0,9,7,51,G
1,95,1,6,6,73,G
1,88,0,9,1,68,G
5,67,1,7,1,52,G
9,40,0,9,3,38,G
1,40,0,7,4,11,G
1,67,0,9,4,41,G
4,75,0,7,1,57,G
4,59,0,4,6,41,G
2,87,1,8,7,62,G
9,47,1,9,1,48,G
9,40,1,5,3,37,G
2,65,0,4,2,41,G
9,90,0,7,3,91,G
6,82,0,5,4,73,G
8,88,1,4,5,82,G
4,64,0,6,1,44,G
2,49,0,9,9,29,G
2,51,0,9,5,32,G
9,80,0,7,8,78,G
1,46,1,4,7,21,G
7,51,0,4,0,43,G
3,86,0,7,8,69,G
3,79,0,6,9,56,G
2,56,0,9,1,31,G
6,44,1,8,0,36,G
2,53,0,6,5,30,G
4,73,1,7,0,56,G
9,87,1,8,5,87,G
9,56,0,4,1,54,G
6,74,0,6,6,61,G
4,94,1,6,6,77,G
7,40,0,9,3,30,G
1,98,0,9,1,69,G
4,89,1,8,6,74,G
5,89,1,4,0,72,G
8,75,1,6,1,71,G
2,54,1,8,1,30,G
5,99,1,6,0,82,G
6,58,1,9,8,51,G
5,90,0,4,5,76,G
9,81,0,4,2,76,G
1,44,0,5,5,17,G
3,58,0,8,6,40,G
2,82,0,9,2,63,G
3,78,0,9,3,60,G
9,44,0,9,9,44,G
9,91,0,7,0,87,G
2,51,0,6,5,27,G
3,58,1,4,5,30,G
4,86,1,6,8,68,G
9,51,0,6,1,44,G
3,75,0,7,4,53,G
7,51,1,4,4,40,G
3,57,1,5,6,36,G
7,88,1,9,4,79,G
7,90,0,8,9,86,G
9,87,1,6,3,85,G
2,82,1,7,9,61,G
6,73,1,7,1,63,G
9,87,0,8,7,82,G
2,72,1,8,4,47,G
2,88,0,4,3,66,G
5,57,1,6,8,48,G
8,96,1,6,1,90,G
9,68,0,8,2,70,G
2,84,1,9,7,64,G
5,44,1,5,3,27,G
7,64,1,6,8,58,G
6,63,0,7,9,48,G
6,68,0,9,9,57,G
7,98,0,8,9,90,G
3,77,1,6,9,56,G
3,72,0,4,8,50,G
9,49,1,8,9,48,G
8,76,1,7,8,74,G
5,99,1,4,0,86,G
6,72,1,8,5,59,G
1,62,1,8,9,43,G
1,97,1,6,5,75,G
4,50,1,4,7,32,G
2,63,1,8,6,44,G
7,63,0,9,6,54,G
2,46,0,7,1,24,G
2,89,1,4,3,61,G
5,60,0,9,0,45,G
4,59,0,6,6,44,G
8,92,0,5,3,84,G
4,49,1,8,8,32,G
6,64,0,5,5,50,G
5,86,1,8,5,73,G
2,75,0,9,8,52,G
8,87,0,6,7,85,G
2,86,0,6,5,61,G
9,54,1,6,5,52,G
9,83,1,6,5,82,G
3,79,1,4,3,57,G
4,79,1,4,4,58,G
8,89,1,8,2,83,G
9,45,1,4,8,41,G
3,76,1,8,1,58,G
5,41,1,4,6,25,G
8,51,1,4,0,43,G
3,97,0,4,9,74,G
7,43,0,7,6,34,G
8,62,1,6,1,58,G
3,52,0,7,4,34,G
2,56,0,4,0,30,G
7,70,1,4,4,62,G
9,55,1,7,3,52,G
1,80,0,9,0,56,G
3,65,1,8,0,45,G
5,67,0,6,6,51,G
3,40,1,8,2,18,G
1,86,0,9,9,64,G
7,51,1,6,8,38,G
7,76,0,5,8,69,G
8,94,0,6,9,89,G
5,95,0,8,8,81,G
5,89,0,6,0,76,G
5,59,1,5,3,38,G
1,41,0,5,0,14,G
5,75,1,4,0,62,G
6,54,0,5,8,39,G
1,77,1,7,4,51,G
7,61,0,8,0,53,G
1,83,1,7,2,54,G
2,89,0,9,6,68,G
2,71,0,7,1,53,G
5,98,1,8,3,86,G
7,59,0,9,1,51,G
1,75,0,7,8,48,G
1,72,0,7,8,50,G
1,54,0,9,6,24,G
6,89,1,7,6,79,G
2,85,0,5,1,63,G
1,42,1,8,9,13,G
6,68,1,8,7,54,G
2,86,1,8,0,61,G
6,66,1,7,7,58,G
8,44,0,5,4,35,G
2,98,0,8,3,78,G
9,95,1,6,9,95,G
8,70,0,8,1,61,G
1,61,0,4,2,32,G
7,74,1,6,9,66,G
6,93,1,8,1,83,G
6,46,1,7,3,35,G
6,45,0,8,2,33,G
6,65,1,5,4,55,G
7,93,1,5,6,87,G
3,40,0,8,8,18,G
6,58,0,7,4,45,G
3,46,0,7,7,26,G
7,75,0,7,1,66,G
7,51,0,8,5,44,G
8,59,0,8,7,55,G
2,62,0,4,8,40,G
9,64,0,5,3,61,G
5,69,1,6,3,54,G
9,98,0,6,6,95,G
5,68,1,5,3,56,G
7,70,0,9,4,61,G
9,57,0,4,1,53,G
4,80,1,5,1,60,G
2,58,0,4,9,35,G
9,93,1,9,4,93,G
2,43,0,4,9,20,G
3,40,1,7,9,24,G
2,80,1,5,1,54,G
3,98,0,6,5,78,G
6,54,1,8,5,45,G
3,93,1,9,7,77,G
8,47,0,9,0,40,G
6,54,0,8,6,44,G
7,54,1,5,6,45,G
1,89,0,8,8,66,G
3,78,1,4,3,57,G
3,61,1,8,6,42,G
2,57,1,4,5,34,G
7,55,0,4,3,43,G
9,41,0,6,9,37,G
4,75,1,8,7,57,G
5,59,1,6,2,44,G
3,55,1,8,7,35,G
9,42,0,4,4,36,G
4,95,1,8,3,82,G
5,69,0,9,2,55,G
1,94,1,9,9,74,G
2,41,1,6,6,19,G
9,74,1,7,6,72,G
2,65,1,9,5,42,G
5,96,0,6,2,81,G
8,44,0,7,8,38,G
3,41,0,5,1,21,G
6,90,0,6,2,82,G
4,95,0,9,0,80,G
7,59,1,9,6,51,G
3,73,0,8,1,53,G
6,73,0,7,9,62,G
9,93,0,9,7,91,G
1,95,0,8,8,71,G
3,94,1,7,1,74,G
2,59,1,6,5,40,G
8,89,1,6,0,83,G
7,64,0,8,7,58,G
2,59,1,6,4,38,G
6,64,1,8,8,56,G
3,92,0,4,2,73,G
8,53,0,7,1,46,G
3,99,0,8,6,82,G
9,86,1,7,6,88,G
1,83,0,4,9,56,G
5,82,1,7,4,68,G
3,82,1,8,6,63,G
6,78,1,6,5,71,G
2,51,1,7,8,27,G
9,87,1,7,2,85,G
6,44,0,9,3,34,G
7,41,1,9,8,33,G
5,93,1,4,9,77,G
9,55,1,5,7,50,G
1,94,1,6,9,69,G
5,69,1,8,5,55,G
6,86,0,4,2,76,G
7,82,1,8,8,74,G
4,77,1,8,8,61,G
1,84,1,7,5,60,G
8,90,1,4,1,84,G
4,81,0,4,6,56,G
3,63,1,9,8,43,G
7,90,1,6,8,82,G
2,69,1,5,2,43,G
8,76,1,8,1,73,G
6,96,0,6,4,81,G
7,98,0,9,9,94,G
5,92,0,6,6,74,G
9,78,1,8,2,76,G
5,50,0,7,3,38,G
5,53,0,7,9,38,G
3,62,0,8,1,42,G
1,92,0,9,9,71,G
2,55,0,9,1,34,G
8,89,1,4,6,84,G
1,60,0,5,1,32,G
7,94,0,7,0,85,G
5,94,0,5,3,76,G
3,43,1,6,5,21,G
7,72,1,6,9,65,G
9,93,0,8,9,92,G
2,86,1,8,3,69,G
8,53,1,8,0,49,G
9,58,0,9,0,54,G
3,98,1,7,8,81,G
2,44,0,5,0,15,G
7,75,0,6,6,66,G
5,70,0,5,6,56,G
5,84,1,7,0,71,G
5,57,0,5,0,40,G
4,83,0,5,5,66,G
5,70,1,9,7,57,G
4,94,0,8,6,79,G
6,69,1,9,5,57,G
4,60,1,9,9,43,G
2,86,0,5,2,65,G
9,69,1,5,6,66,G
2,94,0,9,5,74,G
9,80,1,5,7,76,G
6,43,1,9,3,30,G
9,44,1,4,8,39,G
9,80,1,9,0,79,G
3,84,0,6,6,60,G
1,49,0,6,8,24,G
1,66,1,5,9,42,G
3,55,0,9,0,33,G
5,69,0,9,9,57,G
3,52,0,8,2,32,G
9,75,0,8,6,71,G
9,60,0,8,8,58,G
3,84,0,9,0,64,G
3,92,0,9,5,72,G
5,79,1,6,1,64,G
2,84,0,7,4,61,G
6,54,1,5,6,43,G
7,59,1,6,6,54,G
9,59,1,8,9,56,G
6,84,0,6,6,75,G
3,94,0,6,3,72,G
5,98,1,6,5,84,G
4,44,1,8,9,30,G
5,93,0,7,5,80,G
8,93,0,4,6,82,G
8,99,0,5,8,96,G
6,71,1,5,5,60,G
1,45,1,6,9,19,G
8,69,0,7,0,62,G
8,65,0,8,7,61,G
2,76,1,4,1,53,G
4,52,0,4,2,34,G
2,68,0,6,4,43,G
4,44,1,6,5,27,G
7,64,1,8,6,55,G
9,52,1,8,3,51,G
8,63,1,9,2,58,G
9,70,0,8,8,69,G
8,59,1,6,3,52,G
2,94,0,7,8,72,G
7,47,0,6,8,38,G
2,99,0,6,2,73,G
2,48,1,4,2,26,G
4,60,1,8,7,46,G
1,90,0,5,0,60,G
5,59,0,8,5,43,G
6,54,1,9,5,43,G
9,65,0,7,8,65,G
8,93,0,7,1,89,G
2,81,0,8,7,60,G
1,50,0,8,6,22,G
2,76,0,6,1,53,G
7,80,0,5,0,70,G
4,50,0,6,3,31,G
5,66,0,4,1,52,G
7,69,1,4,2,59,G
3,58,1,7,1,40,G
2,73,0,7,8,50,G
7,77,0,5,3,66,G
5,62,1,7,0,45,G
1,92,1,9,7,69,G
1,40,1,4,3,13,G
9,42,0,5,9,37,G
5,42,1,4,7,25,G
1,67,1,8,7,45,G
7,53,0,8,8,47,G
9,91,1,5,9,93,G
1,69,0,6,6,40,G
4,97,1,9,3,85,G
3,93,1,9,1,73,G
5,44,1,7,5,27,G
7,88,1,5,3,80,G
8,54,1,9,5,46,G
2,77,0,7,7,57,G
7,53,0,4,2,43,G
1,53,1,6,0,25,G
7,96,0,7,4,90,G
8,98,1,8,2,93,G
2,88,1,8,5,67,G
9,47,1,4,2,44,G
1,47,1,5,0,18,G
6,58,1,7,8,46,G
1,71,0,4,4,44,G
3,70,0,8,1,47,G
6,68,0,8,1,55,G
3,80,0,8,8,59,G
8,50,1,6,0,42,G
5,84,0,6,9,69,G
2,52,1,8,2,29,G
4,66,1,9,9,53,G
9,95,0,5,6,90,G
4,58,0,6,0,40,G
8,65,1,7,1,55,G
5,92,1,6,5,78,G
1,90,1,7,8,64,G
7,76,0,6,8,68,G
3,87,1,8,7,68,G
8,48,1,7,2,44,G
3,67,1,5,1,45,G
1,71,1,6,0,47,G
5,91,0,6,8,73,G
2,93,0,8,4,71,G
4,42,1,7,2,25,G
1,90,0,9,9,65,G
9,71,1,8,9,70,G
6,44,0,7,4,33,G
8,47,0,6,2,42,G
4,53,0,6,8,35,G
9,95,0,6,0,90,G
2,42,1,6,0,17,G
9,63,1,4,2,59,G
5,52,1,6,5,36,G
6,82,0,6,1,71,G
3,68,0,9,0,45,G
4,47,1,9,7,31,G
6,90,0,7,9,77,G
7,81,0,6,8,73,G
1,70,1,6,9,47,G
7,65,0,7,0,56,G
1,57,1,6,2,30,G
5,97,0,6,4,84,G
6,57,1,8,6,41,G
2,96,0,4,9,73,G
9,46,0,7,3,41,G
6,87,0,8,5,77,G
7,77,0,9,0,63,G
8,87,0,5,3,79,G
1,55,1,5,7,28,G
8,94,0,9,4,91,G
4,95,1,4,7,76,G
8,99,1,5,0,92,G
6,72,1,4,9,61,G
9,95,0,5,8,92,G
4,90,1,5,3,72,G
2,42,0,8,8,20,G
2,77,0,5,7,54,G
5,43,0,9,7,35,G
9,75,1,4,1,67,G
3,43,0,6,2,20,G
8,81,0,6,9,76,G
4,48,0,6,8,33,G
6,79,1,4,2,68,G
6,90,1,4,7,81,G
3,56,1,6,4,36,G
5,56,1,9,6,46,G
3,72,0,5,3,50,G
1,59,1,6,7,36,G
7,53,0,7,3,44,G
4,61,1,4,4,43,G
7,91,0,7,0,79,G
3,66,1,7,9,44,G
5,82,1,4,7,67,G
5,42,1,6,6,27,G
2,63,0,9,4,39,G
2,69,0,8,5,49,G
4,47,1,7,0,28,G
4,61,1,6,7,46,G
4,64,1,8,8,48,G
6,99,1,7,4,90,G
2,49,1,6,9,24,G
6,88,1,7,6,75,G
7,68,0,6,9,61,G
3,79,0,9,3,62,G
8,93,0,5,5,87,G
2,40,0,5,1,13,G
8,91,0,4,3,85,G
5,60,0,8,4,47,G
2,78,1,7,8,54,G
7,63,1,7,8,57,G
2,48,1,6,7,26,G
6,99,1,8,3,89,G
3,83,1,7,5,61,G
9,93,0,8,6,93,G
3,65,0,8,0,43,G
3,48,0,5,0,24,G
5,59,0,7,3,45,G
7,95,0,7,2,86,G
8,74,1,4,9,65,G
7,75,0,8,3,70,G
9,81,0,6,8,79,G
5,75,0,5,1,59,G
3,93,1,4,3,72,G
6,48,1,5,6,36,G
5,61,1,6,1,46,G
4,40,1,4,7,24,G
2,44,1,5,9,25,G
7,48,1,6,3,38,G
5,76,0,9,8,65,G
4,77,0,4,0,59,G
8,58,0,6,6,53,G
9,47,1,4,0,45,G
9,81,1,7,9,82,G
3,82,1,7,8,64,G
3,71,1,5,9,50,G
5,52,0,8,9,39,G
5,59,1,9,0,43,G
2,75,1,8,2,54,G
1,82,1,6,6,58,G
8,83,1,4,0,73,G
3,76,1,7,4,56,G
1,69,0,8,5,42,G
1,49,1,7,2,25,G
2,70,1,9,5,48,G
6,64,0,6,3,49,G
6,68,1,9,5,59,G
3,63,1,9,5,45,G
